vOTU	size
vOTU_86414	1411
vOTU_86460	1410
vOTU_86511	1410
vOTU_86513	1410
vOTU_86514	1410
vOTU_86548	1409
vOTU_86593	1409
vOTU_86680	1408
vOTU_86726	1407
vOTU_86739	1407
vOTU_86742	1407
vOTU_86765	1407
vOTU_86786	1406
vOTU_86829	1406
vOTU_86835	1406
vOTU_86856	1406
vOTU_86858	1406
vOTU_86867	1406
vOTU_86883	1405
vOTU_86909	1405
vOTU_86943	1405
vOTU_87009	1404
vOTU_87013	1404
vOTU_87054	1403
vOTU_87089	1403
vOTU_87098	1403
vOTU_87102	1403
vOTU_87125	1403
vOTU_87129	1403
vOTU_87136	1403
vOTU_87146	1403
vOTU_87213	1402
vOTU_87238	1402
vOTU_87264	1401
vOTU_87285	1401
vOTU_87296	1401
vOTU_87305	1401
vOTU_87360	1400
vOTU_87362	1400
vOTU_87394	1400
vOTU_87395	1400
vOTU_87401	1400
vOTU_87441	1399
vOTU_87485	1399
vOTU_87503	1399
vOTU_87536	1398
vOTU_87561	1398
vOTU_87596	1398
vOTU_87615	1397
vOTU_87624	1397
vOTU_87646	1397
vOTU_87692	1397
vOTU_87763	1396
vOTU_87777	1396
vOTU_87795	1395
vOTU_87801	1395
vOTU_87805	1395
vOTU_87829	1395
vOTU_87850	1395
vOTU_87859	1395
vOTU_87861	1395
vOTU_87863	1395
vOTU_87866	1395
vOTU_87871	1395
vOTU_87932	1394
vOTU_88007	1393
vOTU_88024	1393
vOTU_88038	1393
vOTU_88052	1392
vOTU_88058	1392
vOTU_88188	1391
vOTU_88221	1391
vOTU_88231	1391
vOTU_88275	1390
vOTU_88339	1390
vOTU_88371	1389
vOTU_88390	1389
vOTU_88401	1389
vOTU_88436	1388
vOTU_88452	1388
vOTU_88494	1388
vOTU_88495	1388
vOTU_88505	1388
vOTU_88542	1387
vOTU_88557	1387
vOTU_88580	1387
vOTU_88593	1386
vOTU_88594	1386
vOTU_88634	1386
vOTU_88646	1386
vOTU_88652	1386
vOTU_88657	1386
vOTU_88697	1385
vOTU_88711	1385
vOTU_88724	1385
vOTU_88733	1385
vOTU_88819	1384
vOTU_88837	1384
vOTU_88845	1384
vOTU_88852	1384
vOTU_88942	1383
vOTU_88944	1383
vOTU_88954	1383
vOTU_88999	1382
vOTU_89000	1382
vOTU_89059	1382
vOTU_89083	1381
vOTU_89091	1381
vOTU_89120	1381
vOTU_89160	1381
vOTU_89165	1381
vOTU_89237	1380
vOTU_89294	1379
vOTU_89349	1379
vOTU_89370	1379
vOTU_89420	1378
vOTU_89434	1378
vOTU_89455	1378
vOTU_89470	1378
vOTU_89520	1377
vOTU_89556	1377
vOTU_89576	1376
vOTU_89595	1376
vOTU_89596	1376
vOTU_89641	1376
vOTU_89683	1375
vOTU_89704	1375
vOTU_89727	1375
vOTU_89747	1374
vOTU_89748	1374
vOTU_89764	1374
vOTU_89778	1374
vOTU_89806	1374
vOTU_89845	1373
vOTU_89860	1373
vOTU_89910	1373
vOTU_89922	1373
vOTU_89924	1373
vOTU_90011	1372
vOTU_90012	1372
vOTU_90016	1372
vOTU_90027	1371
vOTU_90041	1371
vOTU_90059	1371
vOTU_90090	1371
vOTU_90107	1371
vOTU_90123	1370
vOTU_90170	1370
vOTU_90187	1370
vOTU_90263	1369
vOTU_90269	1369
vOTU_90302	1369
vOTU_90324	1368
vOTU_90335	1368
vOTU_90338	1368
vOTU_90393	1368
vOTU_90398	1368
vOTU_90431	1367
vOTU_90488	1367
vOTU_90497	1367
vOTU_90498	1367
vOTU_90499	1367
vOTU_90500	1367
vOTU_90526	1366
vOTU_90535	1366
vOTU_90564	1366
vOTU_90695	1365
vOTU_90706	1365
vOTU_90711	1365
vOTU_90740	1364
vOTU_90743	1364
vOTU_90769	1364
vOTU_90778	1364
vOTU_90796	1364
vOTU_90812	1364
vOTU_90910	1363
vOTU_90987	1362
vOTU_91036	1361
vOTU_91068	1361
vOTU_91087	1361
vOTU_91123	1360
vOTU_91146	1360
vOTU_91161	1360
vOTU_91179	1360
vOTU_91186	1360
vOTU_91263	1359
vOTU_91296	1358
vOTU_91384	1358
vOTU_91413	1357
vOTU_91426	1357
vOTU_91428	1357
vOTU_91484	1357
vOTU_91552	1356
vOTU_91611	1355
vOTU_91657	1355
vOTU_91684	1354
vOTU_91705	1354
vOTU_91793	1353
vOTU_91805	1353
vOTU_91817	1353
vOTU_91838	1353
vOTU_91870	1353
vOTU_91926	1352
vOTU_91929	1352
vOTU_91931	1352
vOTU_91989	1351
vOTU_91991	1351
vOTU_92000	1351
vOTU_92017	1351
vOTU_92056	1351
vOTU_92113	1350
vOTU_92115	1350
vOTU_92116	1350
vOTU_92119	1350
vOTU_92121	1350
vOTU_92146	1350
vOTU_92245	1349
vOTU_92347	1348
vOTU_92350	1348
vOTU_92396	1347
vOTU_92404	1347
vOTU_92460	1347
vOTU_92511	1346
vOTU_92524	1346
vOTU_92594	1345
vOTU_92608	1345
vOTU_92647	1345
vOTU_92658	1345
vOTU_92726	1344
vOTU_92729	1344
vOTU_92769	1344
vOTU_92816	1343
vOTU_92841	1343
vOTU_92875	1343
vOTU_92955	1342
vOTU_92961	1342
vOTU_92969	1342
vOTU_93026	1341
vOTU_93046	1341
vOTU_93092	1341
vOTU_93112	1340
vOTU_93114	1340
vOTU_93187	1340
vOTU_93201	1340
vOTU_93212	1339
vOTU_93243	1339
vOTU_93285	1339
vOTU_93288	1339
vOTU_93291	1339
vOTU_93292	1339
vOTU_93322	1338
vOTU_93325	1338
vOTU_93503	1336
vOTU_93510	1336
vOTU_93513	1336
vOTU_93523	1336
vOTU_93541	1336
vOTU_93558	1336
vOTU_93565	1336
vOTU_93673	1335
vOTU_93676	1335
vOTU_93738	1334
vOTU_93743	1334
vOTU_93755	1334
vOTU_93759	1334
vOTU_93800	1333
vOTU_93812	1333
vOTU_93859	1333
vOTU_93870	1333
vOTU_93954	1332
vOTU_93984	1332
vOTU_94002	1331
vOTU_94046	1331
vOTU_94074	1331
vOTU_94075	1331
vOTU_94076	1331
vOTU_94087	1331
vOTU_94092	1331
vOTU_94151	1330
vOTU_94175	1330
vOTU_94195	1330
vOTU_94255	1329
vOTU_94280	1329
vOTU_94283	1329
vOTU_94287	1329
vOTU_94335	1328
vOTU_94402	1328
vOTU_94479	1327
vOTU_94511	1326
vOTU_94609	1326
vOTU_94611	1326
vOTU_94671	1325
vOTU_94730	1324
vOTU_94731	1324
vOTU_94734	1324
vOTU_94778	1324
vOTU_94806	1324
vOTU_94812	1324
vOTU_94814	1324
vOTU_94848	1323
vOTU_94888	1323
vOTU_94889	1323
vOTU_94924	1323
vOTU_95023	1322
vOTU_95025	1322
vOTU_95057	1322
vOTU_95140	1321
vOTU_95181	1320
vOTU_95215	1320
vOTU_95297	1319
vOTU_95298	1319
vOTU_95344	1319
vOTU_95371	1318
vOTU_95392	1318
vOTU_95420	1318
vOTU_95430	1318
vOTU_95467	1318
vOTU_95482	1318
vOTU_95485	1318
vOTU_95557	1317
vOTU_95581	1317
vOTU_95693	1316
vOTU_95756	1315
vOTU_95762	1315
vOTU_95763	1315
vOTU_95766	1315
vOTU_95769	1315
vOTU_95804	1315
vOTU_95866	1314
vOTU_95896	1314
vOTU_95931	1314
vOTU_96115	1312
vOTU_96128	1312
vOTU_96152	1312
vOTU_96204	1311
vOTU_96208	1311
vOTU_96217	1311
vOTU_96315	1310
vOTU_96346	1310
vOTU_96363	1310
vOTU_96527	1308
vOTU_96538	1308
vOTU_96542	1308
vOTU_96619	1307
vOTU_96667	1307
vOTU_96733	1306
vOTU_96752	1306
vOTU_96763	1306
vOTU_96846	1305
vOTU_96869	1305
vOTU_96882	1305
vOTU_96887	1305
vOTU_96929	1304
vOTU_96930	1304
vOTU_96951	1304
vOTU_96976	1304
vOTU_96979	1304
vOTU_96996	1304
vOTU_97029	1303
vOTU_97051	1303
vOTU_97059	1303
vOTU_97115	1302
vOTU_97126	1302
vOTU_97158	1302
vOTU_97178	1302
vOTU_97209	1302
vOTU_97233	1301
vOTU_97274	1301
vOTU_97298	1301
vOTU_97344	1300
vOTU_97445	1300
vOTU_97464	1299
vOTU_97533	1299
vOTU_97569	1298
vOTU_97611	1298
vOTU_97612	1298
vOTU_97632	1298
vOTU_97641	1298
vOTU_97700	1297
vOTU_97727	1297
vOTU_97737	1297
vOTU_97824	1296
vOTU_97867	1296
vOTU_97909	1295
vOTU_97928	1295
vOTU_97975	1295
vOTU_98056	1294
vOTU_98100	1294
vOTU_98105	1294
vOTU_98111	1294
vOTU_98133	1293
vOTU_98143	1293
vOTU_98148	1293
vOTU_98156	1293
vOTU_98172	1293
vOTU_98177	1293
vOTU_98209	1293
vOTU_98217	1293
vOTU_98265	1292
vOTU_98313	1292
vOTU_98330	1292
vOTU_98345	1292
vOTU_98374	1291
vOTU_98411	1291
vOTU_98440	1291
vOTU_98453	1291
vOTU_98479	1290
vOTU_98505	1290
vOTU_98552	1290
vOTU_98575	1289
vOTU_98637	1289
vOTU_98664	1289
vOTU_98691	1289
vOTU_98692	1289
vOTU_98730	1288
vOTU_98765	1288
vOTU_98785	1288
vOTU_98792	1288
vOTU_98795	1288
vOTU_98904	1287
vOTU_98909	1286
vOTU_98969	1286
vOTU_98989	1286
vOTU_99001	1286
vOTU_99002	1286
vOTU_99015	1286
vOTU_99068	1285
vOTU_99104	1285
vOTU_99112	1285
vOTU_99201	1284
vOTU_99214	1284
vOTU_99233	1284
vOTU_99257	1283
vOTU_99303	1283
vOTU_99361	1282
vOTU_99371	1282
vOTU_99413	1282
vOTU_99447	1282
vOTU_99502	1281
vOTU_99536	1281
vOTU_99601	1281
vOTU_99602	1281
vOTU_99607	1281
vOTU_99617	1280
vOTU_99677	1280
vOTU_99704	1280
vOTU_99708	1280
vOTU_99712	1280
vOTU_99722	1279
vOTU_99736	1279
vOTU_99784	1279
vOTU_99806	1279
vOTU_99831	1279
vOTU_99918	1278
vOTU_99919	1278
vOTU_99932	1278
vOTU_100057	1277
vOTU_100074	1277
vOTU_100076	1277
vOTU_100077	1277
vOTU_99981	1277
vOTU_100171	1276
vOTU_100254	1275
vOTU_100312	1275
vOTU_100367	1274
vOTU_100416	1274
vOTU_100429	1274
vOTU_100432	1274
vOTU_100471	1273
vOTU_100489	1273
vOTU_100522	1273
vOTU_100673	1272
vOTU_100690	1272
vOTU_100761	1271
vOTU_100788	1271
vOTU_100853	1270
vOTU_100864	1270
vOTU_100865	1270
vOTU_100867	1270
vOTU_100880	1270
vOTU_100883	1270
vOTU_100919	1270
vOTU_100927	1269
vOTU_100971	1269
vOTU_101006	1269
vOTU_101020	1269
vOTU_101054	1268
vOTU_101105	1268
vOTU_101112	1268
vOTU_101120	1268
vOTU_101126	1267
vOTU_101183	1267
vOTU_101204	1267
vOTU_101207	1267
vOTU_101220	1267
vOTU_101232	1267
vOTU_101238	1267
vOTU_101245	1267
vOTU_101259	1266
vOTU_101292	1266
vOTU_101293	1266
vOTU_101360	1266
vOTU_101385	1266
vOTU_101423	1265
vOTU_101493	1265
vOTU_101506	1265
vOTU_101507	1265
vOTU_101527	1264
vOTU_101567	1264
vOTU_101576	1264
vOTU_101588	1264
vOTU_101608	1264
vOTU_101621	1264
vOTU_101656	1263
vOTU_101694	1263
vOTU_101716	1263
vOTU_101781	1262
vOTU_101786	1262
vOTU_101800	1262
vOTU_101836	1262
vOTU_101853	1262
vOTU_101976	1261
vOTU_101982	1261
vOTU_102000	1261
vOTU_102056	1260
vOTU_102068	1260
vOTU_102069	1260
vOTU_102075	1260
vOTU_102108	1260
vOTU_102133	1260
vOTU_102144	1259
vOTU_102154	1259
vOTU_102175	1259
vOTU_102223	1259
vOTU_102251	1259
vOTU_102321	1258
vOTU_102355	1258
vOTU_102358	1258
vOTU_102366	1258
vOTU_102369	1258
vOTU_102373	1258
vOTU_102381	1257
vOTU_102388	1257
vOTU_102431	1257
vOTU_102433	1257
vOTU_102470	1257
vOTU_102477	1257
vOTU_102491	1257
vOTU_102494	1257
vOTU_102502	1257
vOTU_102544	1256
vOTU_102550	1256
vOTU_102554	1256
vOTU_102619	1256
vOTU_102642	1256
vOTU_102738	1255
vOTU_102746	1255
vOTU_102756	1255
vOTU_102783	1254
vOTU_102827	1254
vOTU_103001	1253
vOTU_103024	1253
vOTU_103029	1253
vOTU_103033	1253
vOTU_103041	1252
vOTU_103056	1252
vOTU_103127	1252
vOTU_103135	1252
vOTU_103136	1252
vOTU_103137	1252
vOTU_103156	1251
vOTU_103227	1251
vOTU_103253	1251
vOTU_103297	1250
vOTU_103320	1250
vOTU_103327	1250
vOTU_103332	1250
vOTU_103361	1250
vOTU_103372	1250
vOTU_103375	1250
vOTU_103376	1250
vOTU_103384	1250
vOTU_103397	1249
vOTU_103412	1249
vOTU_103451	1249
vOTU_103456	1249
vOTU_103465	1249
vOTU_103470	1249
vOTU_103507	1249
vOTU_103520	1248
vOTU_103535	1248
vOTU_103606	1248
vOTU_103613	1248
vOTU_103636	1248
vOTU_103641	1248
vOTU_103681	1247
vOTU_103702	1247
vOTU_103771	1247
vOTU_103772	1247
vOTU_103863	1246
vOTU_103930	1245
vOTU_104021	1245
vOTU_104055	1244
vOTU_104089	1244
vOTU_104095	1244
vOTU_104204	1243
vOTU_104276	1243
vOTU_104318	1242
vOTU_104350	1242
vOTU_104374	1242
vOTU_104376	1242
vOTU_104422	1241
vOTU_104440	1241
vOTU_104482	1241
vOTU_104488	1241
vOTU_104530	1241
vOTU_104543	1241
vOTU_104609	1240
vOTU_104665	1240
vOTU_104668	1240
vOTU_104718	1239
vOTU_104737	1239
vOTU_104756	1239
vOTU_104763	1239
vOTU_104775	1239
vOTU_104799	1239
vOTU_104803	1239
vOTU_104836	1239
vOTU_104857	1238
vOTU_104868	1238
vOTU_104902	1238
vOTU_104944	1238
vOTU_104951	1238
vOTU_104961	1238
vOTU_105003	1237
vOTU_105034	1237
vOTU_105054	1237
vOTU_105070	1237
vOTU_105108	1236
vOTU_105154	1236
vOTU_105166	1236
vOTU_105206	1236
vOTU_105288	1235
vOTU_105308	1235
vOTU_105327	1235
vOTU_105359	1234
vOTU_105379	1234
vOTU_105425	1234
vOTU_105444	1234
vOTU_105462	1234
vOTU_105559	1233
vOTU_105561	1233
vOTU_105602	1232
vOTU_105620	1232
vOTU_105643	1232
vOTU_105666	1232
vOTU_105684	1232
vOTU_105705	1231
vOTU_105761	1231
vOTU_105765	1231
vOTU_105766	1231
vOTU_105856	1230
vOTU_106043	1229
vOTU_106069	1229
vOTU_106158	1228
vOTU_106168	1228
vOTU_106199	1228
vOTU_106277	1227
vOTU_106431	1226
vOTU_106437	1226
vOTU_106442	1226
vOTU_106458	1226
vOTU_106501	1225
vOTU_106503	1225
vOTU_106514	1225
vOTU_106536	1225
vOTU_106550	1225
vOTU_106590	1225
vOTU_106596	1224
vOTU_106617	1224
vOTU_106634	1224
vOTU_106708	1224
vOTU_106754	1223
vOTU_106782	1223
vOTU_106804	1223
vOTU_106881	1222
vOTU_106886	1222
vOTU_106906	1222
vOTU_106924	1222
vOTU_106960	1222
vOTU_106963	1222
vOTU_107057	1221
vOTU_107107	1221
vOTU_107108	1221
vOTU_107188	1220
vOTU_107230	1220
vOTU_107245	1220
vOTU_107255	1220
vOTU_107265	1220
vOTU_107310	1219
vOTU_107313	1219
vOTU_107345	1219
vOTU_107349	1219
vOTU_107367	1219
vOTU_107376	1219
vOTU_107383	1219
vOTU_107393	1219
vOTU_107435	1218
vOTU_107489	1218
vOTU_107517	1218
vOTU_107524	1218
vOTU_107548	1218
vOTU_107587	1217
vOTU_107620	1217
vOTU_107684	1216
vOTU_107696	1216
vOTU_107786	1216
vOTU_107789	1216
vOTU_107804	1216
vOTU_107808	1216
vOTU_107874	1215
vOTU_107884	1215
vOTU_107892	1215
vOTU_107910	1215
vOTU_107912	1215
vOTU_107923	1215
vOTU_107925	1215
vOTU_108008	1214
vOTU_108010	1214
vOTU_108092	1213
vOTU_108093	1213
vOTU_108112	1213
vOTU_108120	1213
vOTU_108160	1213
vOTU_108178	1213
vOTU_108197	1213
vOTU_108210	1213
vOTU_108242	1212
vOTU_108290	1212
vOTU_108295	1212
vOTU_108413	1211
vOTU_108430	1211
vOTU_108472	1211
vOTU_108502	1211
vOTU_108506	1211
vOTU_108537	1210
vOTU_108629	1210
vOTU_108643	1210
vOTU_108644	1210
vOTU_108676	1209
vOTU_108805	1208
vOTU_108876	1208
vOTU_108907	1208
vOTU_108912	1208
vOTU_108928	1207
vOTU_108936	1207
vOTU_108983	1207
vOTU_108985	1207
vOTU_109018	1207
vOTU_109020	1207
vOTU_109034	1206
vOTU_109138	1206
vOTU_109290	1205
vOTU_109470	1203
vOTU_109529	1203
vOTU_109539	1203
vOTU_109544	1203
vOTU_109586	1202
vOTU_109646	1202
vOTU_109652	1202
vOTU_109736	1201
vOTU_109744	1201
vOTU_109750	1201
vOTU_109795	1201
vOTU_109842	1201
vOTU_110002	1200
vOTU_110006	1200
vOTU_110007	1200
vOTU_110012	1199
vOTU_110018	1199
vOTU_110042	1199
vOTU_110079	1199
vOTU_110106	1199
vOTU_110136	1199
vOTU_110141	1199
vOTU_110256	1198
vOTU_110291	1198
vOTU_110293	1198
vOTU_110306	1198
vOTU_110400	1197
vOTU_110401	1197
vOTU_110404	1197
vOTU_110595	1196
vOTU_110671	1195
vOTU_110811	1194
vOTU_110821	1194
vOTU_110847	1194
vOTU_110851	1194
vOTU_110910	1193
vOTU_110927	1193
vOTU_110954	1193
vOTU_110955	1193
vOTU_111078	1192
vOTU_111090	1192
vOTU_111123	1192
vOTU_111147	1192
vOTU_111246	1191
vOTU_111247	1191
vOTU_111260	1191
vOTU_111279	1191
vOTU_111304	1191
vOTU_111307	1191
vOTU_111385	1190
vOTU_111415	1190
vOTU_111428	1190
vOTU_111433	1190
vOTU_111507	1189
vOTU_111508	1189
vOTU_111639	1188
vOTU_111660	1188
vOTU_111677	1188
vOTU_111687	1188
vOTU_111707	1188
vOTU_111736	1187
vOTU_111814	1187
vOTU_111830	1187
vOTU_111922	1186
vOTU_111961	1186
vOTU_111983	1186
vOTU_112006	1186
vOTU_112084	1185
vOTU_112146	1185
vOTU_112191	1185
vOTU_112216	1184
vOTU_112281	1184
vOTU_112322	1184
vOTU_112331	1184
vOTU_112332	1184
vOTU_112337	1184
vOTU_112343	1184
vOTU_112347	1184
vOTU_112357	1184
vOTU_112378	1183
vOTU_112385	1183
vOTU_112455	1183
vOTU_112498	1182
vOTU_112510	1182
vOTU_112546	1182
vOTU_112556	1182
vOTU_112578	1182
vOTU_112615	1182
vOTU_112618	1182
vOTU_112700	1181
vOTU_112744	1181
vOTU_112749	1181
vOTU_112754	1181
vOTU_112757	1181
vOTU_112827	1180
vOTU_112871	1180
vOTU_112911	1180
vOTU_112913	1180
vOTU_112915	1180
vOTU_112922	1180
vOTU_112953	1179
vOTU_112954	1179
vOTU_112984	1179
vOTU_113032	1179
vOTU_113103	1178
vOTU_113139	1178
vOTU_113191	1178
vOTU_113350	1177
vOTU_113457	1176
vOTU_113477	1176
vOTU_113485	1176
vOTU_113558	1175
vOTU_113585	1175
vOTU_113586	1175
vOTU_113613	1175
vOTU_113646	1175
vOTU_113660	1175
vOTU_113741	1174
vOTU_113793	1174
vOTU_113804	1174
vOTU_113866	1173
vOTU_113987	1173
vOTU_114001	1172
vOTU_114031	1172
vOTU_114049	1172
vOTU_114079	1172
vOTU_114094	1172
vOTU_114127	1172
vOTU_114179	1171
vOTU_114196	1171
vOTU_114213	1171
vOTU_114216	1171
vOTU_114218	1171
vOTU_114246	1171
vOTU_114344	1170
vOTU_114361	1170
vOTU_114362	1170
vOTU_114391	1170
vOTU_114479	1169
vOTU_114531	1169
vOTU_114626	1169
vOTU_114702	1168
vOTU_114705	1168
vOTU_114726	1168
vOTU_114746	1168
vOTU_114748	1168
vOTU_114750	1168
vOTU_114899	1167
vOTU_115059	1166
vOTU_115183	1165
vOTU_115186	1165
vOTU_115207	1165
vOTU_115212	1165
vOTU_115244	1164
vOTU_115285	1164
vOTU_115305	1164
vOTU_115323	1164
vOTU_115397	1163
vOTU_115462	1163
vOTU_115514	1163
vOTU_115522	1163
vOTU_115584	1162
vOTU_115588	1162
vOTU_115668	1162
vOTU_115784	1161
vOTU_115808	1161
vOTU_115829	1161
vOTU_115909	1160
vOTU_115920	1160
vOTU_115943	1160
vOTU_115946	1160
vOTU_115948	1160
vOTU_115955	1160
vOTU_115956	1160
vOTU_115965	1160
vOTU_115992	1159
vOTU_116048	1159
vOTU_116127	1159
vOTU_116139	1158
vOTU_116234	1158
vOTU_116247	1158
vOTU_116249	1158
vOTU_116316	1157
vOTU_116438	1157
vOTU_116443	1157
vOTU_116457	1157
vOTU_116459	1157
vOTU_116480	1156
vOTU_116500	1156
vOTU_116552	1156
vOTU_116560	1156
vOTU_116601	1156
vOTU_116604	1156
vOTU_116687	1155
vOTU_116725	1155
vOTU_116885	1154
vOTU_116929	1154
vOTU_117169	1152
vOTU_117203	1152
vOTU_117215	1152
vOTU_117220	1152
vOTU_117243	1152
vOTU_117255	1152
vOTU_117259	1152
vOTU_117299	1151
vOTU_117304	1151
vOTU_117313	1151
vOTU_117411	1151
vOTU_117423	1151
vOTU_117431	1151
vOTU_117432	1151
vOTU_117528	1150
vOTU_117569	1150
vOTU_117576	1150
vOTU_117623	1149
vOTU_117704	1149
vOTU_117746	1149
vOTU_117801	1148
vOTU_117817	1148
vOTU_117870	1148
vOTU_117915	1148
vOTU_117927	1148
vOTU_117934	1148
vOTU_117940	1148
vOTU_117987	1147
vOTU_117994	1147
vOTU_118023	1147
vOTU_118029	1147
vOTU_118124	1146
vOTU_118222	1146
vOTU_118234	1146
vOTU_118254	1146
vOTU_118268	1145
vOTU_118286	1145
vOTU_118368	1145
vOTU_118402	1145
vOTU_118407	1145
vOTU_118551	1144
vOTU_118570	1144
vOTU_118635	1143
vOTU_118679	1143
vOTU_118705	1143
vOTU_118725	1143
vOTU_118739	1143
vOTU_118817	1142
vOTU_118836	1142
vOTU_118845	1142
vOTU_118889	1142
vOTU_118906	1142
vOTU_119004	1141
vOTU_119055	1141
vOTU_119072	1141
vOTU_119162	1140
vOTU_119206	1140
vOTU_119214	1140
vOTU_119276	1139
vOTU_119284	1139
vOTU_119323	1139
vOTU_119390	1139
vOTU_119409	1139
vOTU_119420	1139
vOTU_119454	1138
vOTU_119463	1138
vOTU_119473	1138
vOTU_119492	1138
vOTU_119493	1138
vOTU_119497	1138
vOTU_119537	1138
vOTU_119551	1138
vOTU_119558	1138
vOTU_119587	1138
vOTU_119735	1137
vOTU_119742	1137
vOTU_119783	1136
vOTU_119805	1136
vOTU_119850	1136
vOTU_119863	1136
vOTU_119903	1136
vOTU_119904	1136
vOTU_119960	1135
vOTU_120103	1134
vOTU_120147	1134
vOTU_120199	1134
vOTU_120292	1133
vOTU_120299	1133
vOTU_120334	1133
vOTU_120363	1133
vOTU_120368	1133
vOTU_120379	1133
vOTU_120421	1132
vOTU_120424	1132
vOTU_120490	1132
vOTU_120586	1131
vOTU_120587	1131
vOTU_120612	1131
vOTU_120653	1131
vOTU_120680	1131
vOTU_120687	1131
vOTU_120725	1131
vOTU_120742	1131
vOTU_120849	1130
vOTU_120894	1130
vOTU_120904	1130
vOTU_120933	1129
vOTU_120967	1129
vOTU_120975	1129
vOTU_120984	1129
vOTU_120994	1129
vOTU_121006	1129
vOTU_121014	1129
vOTU_121060	1129
vOTU_121079	1129
vOTU_121119	1128
vOTU_121186	1128
vOTU_121209	1128
vOTU_121258	1128
vOTU_121304	1127
vOTU_121322	1127
vOTU_121375	1127
vOTU_121446	1126
vOTU_121463	1126
vOTU_121526	1126
vOTU_121531	1126
vOTU_121567	1126
vOTU_121585	1126
vOTU_121591	1126
vOTU_121599	1125
vOTU_121610	1125
vOTU_121611	1125
vOTU_121699	1125
vOTU_121701	1125
vOTU_121713	1125
vOTU_121714	1125
vOTU_121725	1125
vOTU_121734	1125
vOTU_121781	1124
vOTU_121873	1124
vOTU_121953	1123
vOTU_122024	1123
vOTU_122047	1123
vOTU_122069	1122
vOTU_122100	1122
vOTU_122101	1122
vOTU_122112	1122
vOTU_122155	1122
vOTU_122157	1122
vOTU_122174	1122
vOTU_122179	1122
vOTU_122195	1122
vOTU_122356	1121
vOTU_122375	1120
vOTU_122389	1120
vOTU_122429	1120
vOTU_122438	1120
vOTU_122490	1120
vOTU_122520	1119
vOTU_122529	1119
vOTU_122581	1119
vOTU_122615	1119
vOTU_122663	1119
vOTU_122711	1118
vOTU_122712	1118
vOTU_122765	1118
vOTU_122774	1118
vOTU_122885	1117
vOTU_122897	1117
vOTU_122940	1117
vOTU_122950	1117
vOTU_122992	1117
vOTU_123007	1117
vOTU_123040	1116
vOTU_123046	1116
vOTU_123051	1116
vOTU_123108	1116
vOTU_123117	1116
vOTU_123137	1116
vOTU_123186	1115
vOTU_123217	1115
vOTU_123259	1115
vOTU_123273	1115
vOTU_123281	1115
vOTU_123318	1115
vOTU_123486	1114
vOTU_123504	1114
vOTU_123546	1113
vOTU_123565	1113
vOTU_123566	1113
vOTU_123580	1113
vOTU_123731	1112
vOTU_123744	1112
vOTU_123752	1112
vOTU_123826	1112
vOTU_123861	1112
vOTU_123878	1112
vOTU_123889	1111
vOTU_123906	1111
vOTU_123975	1111
vOTU_124027	1111
vOTU_124028	1111
vOTU_124149	1110
vOTU_124160	1110
vOTU_124257	1109
vOTU_124268	1109
vOTU_124340	1109
vOTU_124345	1109
vOTU_124354	1109
vOTU_124394	1109
vOTU_124409	1109
vOTU_124477	1108
vOTU_124625	1107
vOTU_124627	1107
vOTU_124722	1107
vOTU_124785	1106
vOTU_124908	1106
vOTU_124933	1105
vOTU_124950	1105
vOTU_125044	1105
vOTU_125073	1105
vOTU_125081	1105
vOTU_125083	1105
vOTU_125088	1105
vOTU_125131	1104
vOTU_125224	1104
vOTU_125241	1104
vOTU_125283	1103
vOTU_125312	1103
vOTU_125332	1103
vOTU_125584	1102
vOTU_125587	1102
vOTU_125673	1101
vOTU_125753	1101
vOTU_125757	1101
vOTU_125787	1101
vOTU_125823	1100
vOTU_125833	1100
vOTU_125927	1100
vOTU_125943	1100
vOTU_125954	1100
vOTU_125968	1100
vOTU_125994	1099
vOTU_126081	1099
vOTU_126125	1099
vOTU_126158	1099
vOTU_126241	1098
vOTU_126296	1098
vOTU_126298	1098
vOTU_126315	1098
vOTU_126330	1098
vOTU_126337	1098
vOTU_126377	1097
vOTU_126517	1097
vOTU_126601	1096
vOTU_126682	1096
vOTU_126702	1096
vOTU_126703	1096
vOTU_126747	1095
vOTU_126755	1095
vOTU_126839	1095
vOTU_126844	1095
vOTU_126899	1095
vOTU_126922	1095
vOTU_126974	1094
vOTU_127084	1094
vOTU_127161	1093
vOTU_127261	1093
vOTU_127298	1092
vOTU_127346	1092
vOTU_127364	1092
vOTU_127379	1092
vOTU_127433	1092
vOTU_127578	1091
vOTU_127618	1091
vOTU_127684	1090
vOTU_127891	1089
vOTU_127896	1089
vOTU_127936	1089
vOTU_127983	1089
vOTU_127999	1089
vOTU_128005	1089
vOTU_128116	1088
vOTU_128143	1088
vOTU_128172	1088
vOTU_128192	1088
vOTU_128211	1088
vOTU_128212	1088
vOTU_128240	1088
vOTU_128405	1087
vOTU_128418	1087
vOTU_128513	1086
vOTU_128535	1086
vOTU_128602	1086
vOTU_128621	1086
vOTU_128773	1085
vOTU_128879	1084
vOTU_128881	1084
vOTU_128934	1084
vOTU_129002	1084
vOTU_129140	1083
vOTU_129191	1082
vOTU_129199	1082
vOTU_129235	1082
vOTU_129276	1082
vOTU_129286	1082
vOTU_129353	1081
vOTU_129442	1081
vOTU_129506	1081
vOTU_129565	1080
vOTU_129566	1080
vOTU_129693	1080
